time,steer,accel,brake,gear,speedX,speedY,speedZ,frontLeftSpin,frontRightSpin,rearLeftSpin,rearRightSpin,trackPos,distFromStart,angle,rpm,damage,track_0,track_1,track_2,track_3,track_4,track_5,track_6,track_7,track_8,track_9,track_10,track_11,track_12,track_13,track_14,track_15,track_16,track_17,track_18,focus_0,focus_1,focus_2,focus_3,focus_4
1.364,0.0,0.9999999999999976,0.0,3,59.1446,-0.00514104,0.36667,54.0468,54.0442,116.794,116.794,0.317505,0.283852,0.0105441,12094.1,0.0,5.94039,15.2183,200.0,116.515,75.5449,64.302,59.5885,56.0055,53.7036,51.5874,49.6351,47.829,45.5158,43.1394,39.3118,33.4475,26.5383,20.1772,10.8125,-1.0,-1.0,-1.0,-1.0,-1.0
1.384,0.0,0.9999999999999982,0.0,3,60.1157,-0.00547292,0.396015,54.9332,54.9303,117.88,117.88,0.316859,0.619519,0.012716,12205.9,0.0,5.96014,15.3834,200.0,115.78,75.0654,63.893,59.2091,55.6486,53.3614,51.2585,49.3187,47.5239,45.2253,42.8641,39.0607,33.2336,26.3856,20.0808,10.7865,-1.0,-1.0,-1.0,-1.0,-1.0
1.404,0.0,0.9999999999999987,0.0,3,61.0938,-0.00592969,0.426311,55.823,55.8197,118.868,118.868,0.316078,0.960665,0.0149218,12307.7,0.0,5.9814,15.559,200.0,115.036,74.5785,63.4778,58.8241,55.2864,53.014,50.9246,48.9972,47.2139,44.9304,42.5842,38.8057,33.0164,26.2299,19.982,10.7592,-1.0,-1.0,-1.0,-1.0,-1.0
1.424,0.0,0.999999999999999,0.0,3,62.0765,-0.00650603,0.453666,56.716,56.7124,119.787,119.787,0.315155,1.30727,0.0171614,12402.6,0.0,6.0043,15.7456,200.0,114.28,74.0846,63.0564,58.4332,54.9188,52.6613,50.5856,48.671,46.8994,44.6308,42.3002,38.5467,32.7956,26.0711,19.8809,10.7306,-1.0,-1.0,-1.0,-1.0,-1.0
1.444,0.0,0.9999999999999992,0.0,3,62.6162,-0.0155877,0.20207,57.3186,57.3024,126.862,126.862,0.314092,1.65806,0.01935,13146.9,0.0,6.02826,15.9375,200.0,113.608,73.6232,62.6574,58.0612,54.5675,52.3233,50.2601,48.3571,46.5963,44.3414,42.025,38.2946,32.5794,25.9149,19.7807,10.7015,-1.0,-1.0,-1.0,-1.0,-1.0
1.464,0.0,0.9999999999999994,0.0,3,63.4947,-0.0116866,0.141593,58.0384,58.0416,129.452,129.452,0.312881,2.01287,0.0216689,13409.9,0.0,6.05457,16.1495,200.0,112.802,73.1039,62.2162,57.6526,54.1836,51.9555,49.9068,48.0172,46.2688,44.0301,41.7299,38.0258,32.3511,25.7494,19.6742,10.6702,-1.0,-1.0,-1.0,-1.0,-1.0
1.484,0.0,0.9999999999999996,0.0,3,64.4233,-0.0105693,0.112182,58.869,58.8676,131.333,131.333,0.311516,2.3727,0.0240012,13600.8,0.0,6.08255,16.3733,200.0,112.008,72.5869,61.7759,57.2442,53.7996,51.5871,49.553,47.6766,45.9406,43.7176,41.4339,37.7559,32.1212,25.5822,19.5662,10.6377,-1.0,-1.0,-1.0,-1.0,-1.0
1.504,0.0,0.9999999999999997,0.0,3,65.4013,-0.0110503,0.111894,59.7449,59.7399,132.538,132.538,0.309992,2.73791,0.0263551,13722.3,0.0,6.11225,16.6107,200.0,111.218,72.0687,61.3334,56.8337,53.4135,51.2166,49.1967,47.3337,45.6101,43.4028,41.1354,37.4835,31.8892,25.4127,19.4561,10.604,-1.0,-1.0,-1.0,-1.0,-1.0
1.524,0.0,0.9999999999999998,0.0,3,66.4163,-0.0125623,0.132744,60.6582,60.6506,133.224,133.224,0.308299,3.10864,0.0287345,13791.2,0.0,6.14392,16.8636,200.0,110.426,71.5471,60.8875,56.4196,53.0239,50.8426,48.8372,46.9875,45.2763,43.0848,40.8336,37.2083,31.6544,25.2405,19.3438,10.5688,-1.0,-1.0,-1.0,-1.0,-1.0
1.544,0.0,0.9999999999999998,0.0,3,67.4515,-0.0147158,0.164472,61.596,61.5868,133.615,133.615,0.30643,3.48513,0.0311434,13830.8,0.0,6.17756,17.1333,200.0,109.63,71.0209,60.437,56.0014,52.6299,50.4645,48.4737,46.6375,44.9385,42.7632,40.5284,36.9295,31.4166,25.0653,19.229,10.5321,-1.0,-1.0,-1.0,-1.0,-1.0
